     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
         5273 	       18.096 	        -4.43 	         2.19 	         7.49 	        -1.24 	         5.70 	        -0.89 
         5274 	       18.112 	        -6.32 	         2.13 	         7.66 	        -1.32 	         6.29 	        -1.03 
         5275 	       18.128 	        -6.15 	         2.04 	         7.41 	        -1.38 	         7.00 	        -1.19 
         5276 	       18.144 	        -6.86 	         1.44 	         6.49 	        -1.26 	         6.90 	        -1.21 
         5277 	       18.160 	        -7.45 	         1.25 	         5.90 	        -1.02 	         5.72 	        -1.28 
         5278 	       18.176 	        -7.37 	         1.34 	         5.03 	        -0.64 	         4.31 	        -1.12 
         5279 	       18.192 	        -8.33 	         0.45 	         4.82 	        -0.45 	         3.44 	        -0.97 
         5280 	       18.208 	        -8.80 	         0.26 	         4.44 	        -0.31 	         3.34 	        -0.93 
         5281 	       18.224 	        -9.30 	         0.03 	         3.98 	        -0.39 	         3.94 	        -0.87 
         5282 	       18.240 	        -9.43 	        -0.40 	         3.27 	        -0.65 	         4.84 	        -0.93 
         5283 	       18.256 	        -8.65 	         0.21 	         0.98 	        -0.52 	         4.00 	        -0.67 
         5284 	       18.272 	        -8.87 	        -0.85 	         2.22 	        -0.28 	         3.48 	        -0.72 
         5285 	       18.288 	        -8.45 	        -0.52 	         1.13 	        -0.29 	         2.46 	        -0.68 
         5286 	       18.304 	        -8.17 	        -0.78 	         1.40 	        -0.21 	         1.65 	        -0.49 
         5287 	       18.320 	        -7.78 	        -0.48 	         1.04 	        -0.23 	         1.39 	        -0.31 
         5288 	       18.336 	        -8.79 	        -0.50 	         0.46 	        -0.30 	         1.49 	        -0.09 
         5289 	       18.352 	        -9.80 	        -1.30 	         0.24 	        -0.35 	         1.73 	        -0.04 
         5290 	       18.368 	       -10.52 	        -0.95 	        -0.17 	        -0.39 	         1.76 	        -0.05 
         5291 	       18.384 	       -10.44 	        -0.65 	        -0.97 	        -0.33 	         1.51 	        -0.17 
         5292 	       18.400 	        -9.78 	        -0.42 	        -0.93 	        -0.16 	         1.21 	        -0.20 
         5293 	       18.416 	        -9.67 	        -0.43 	        -0.92 	        -0.05 	         0.94 	        -0.11 
         5294 	       18.432 	        -9.55 	        -0.59 	        -0.75 	        -0.01 	         0.72 	        -0.06 
         5295 	       18.448 	        -9.70 	        -0.77 	        -0.79 	        -0.04 	         0.61 	        -0.05 
         5296 	       18.464 	        -9.96 	        -0.80 	        -1.10 	        -0.09 	         0.44 	        -0.04 
         5297 	       18.480 	       -10.12 	        -0.65 	        -1.22 	        -0.04 	         0.24 	        -0.09 
         5298 	       18.496 	        -9.87 	        -0.67 	        -1.16 	        -0.01 	        -0.03 	        -0.11 
         5299 	       18.512 	       -10.07 	        -0.97 	        -1.08 	         0.01 	        -0.35 	        -0.16 
         5300 	       18.528 	       -10.15 	        -1.16 	        -0.93 	        -0.01 	        -0.70 	        -0.30 
         5301 	       18.544 	       -10.29 	        -0.93 	        -0.87 	         0.03 	        -1.00 	        -0.35 
         5302 	       18.560 	       -10.38 	        -1.13 	        -0.89 	         0.11 	        -1.44 	        -0.40 
         5303 	       18.576 	        -9.64 	        -0.82 	        -0.73 	         0.33 	        -2.42 	        -0.38 
         5304 	       18.592 	        -9.35 	        -0.84 	        -0.12 	         0.64 	        -3.94 	        -0.26 
         5305 	       18.608 	        -9.58 	        -0.82 	         0.77 	         1.20 	        -6.67 	         0.06 
         5306 	       18.624 	       -10.14 	        -0.89 	         2.72 	         1.73 	        -9.83 	         0.17 
         5307 	       18.640 	        -8.89 	        -0.54 	         5.52 	         2.47 	       -15.08 	         0.23 
         5308 	       18.656 	        -4.39 	         1.38 	        10.18 	         3.02 	       -20.49 	         0.65 
         5309 	       18.672 	        -4.24 	         0.61 	         8.42 	         1.94 	       -12.65 	         0.68 
         5310 	       18.688 	        -3.36 	         0.43 	         7.82 	         1.10 	        -7.83 	         0.71 
         5311 	       18.704 	        -2.66 	         0.55 	         8.08 	         0.99 	        -5.82 	         0.83 
         5312 	       18.720 	        -1.80 	         0.82 	         7.45 	         0.96 	        -3.59 	         0.93 
         5313 	       18.736 	        -1.54 	         0.74 	         8.86 	         1.06 	        -2.49 	         0.96 
         5314 	       18.752 	        -1.88 	         0.85 	         8.45 	         1.10 	        -2.12 	         0.94 
         5315 	       18.768 	        -1.21 	         0.82 	        10.68 	         0.94 	        -2.14 	         0.97 
         5316 	       18.784 	        -0.69 	         1.26 	         9.37 	         0.74 	        -2.53 	         0.90 
         5317 	       18.800 	         0.13 	         1.59 	         8.99 	         0.73 	        -2.41 	         0.80 
         5318 	       18.816 	         0.24 	         1.95 	         8.84 	         0.75 	        -2.08 	         0.81 
         5319 	       18.832 	         0.02 	         1.79 	         9.64 	         0.75 	        -1.70 	         0.69 
         5320 	       18.848 	         0.03 	         1.59 	        10.78 	         0.60 	        -1.67 	         0.49 
         5321 	       18.864 	         0.78 	         1.13 	        10.48 	         0.40 	        -1.38 	         0.25 
         5322 	       18.880 	         1.15 	         1.14 	         9.95 	         0.25 	        -0.87 	         0.10 
         5323 	       18.896 	         1.43 	         1.13 	         9.64 	         0.22 	        -0.31 	        -0.02 
         5324 	       18.912 	         1.84 	         0.96 	        10.06 	         0.22 	        -0.12 	        -0.08 
         5325 	       18.928 	         2.00 	         1.01 	         9.96 	         0.04 	         0.02 	        -0.01 
         5326 	       18.944 	         2.55 	         2.07 	         9.07 	         0.06 	         0.20 	         0.01 
         5327 	       18.960 	         1.02 	         1.78 	         9.41 	         0.08 	        -0.12 	         0.18 
         5328 	       18.976 	         1.50 	         1.63 	         9.37 	         0.00 	        -0.21 	         0.17 
         5329 	       18.992 	         1.37 	         1.64 	         9.68 	         0.03 	        -0.40 	         0.16 
         5330 	       19.008 	         1.42 	         1.62 	         9.84 	        -0.05 	        -0.40 	         0.07 
         5331 	       19.024 	         2.02 	         1.97 	         9.13 	        -0.12 	        -0.16 	         0.01 
         5332 	       19.040 	         1.65 	         1.84 	         9.23 	        -0.07 	        -0.01 	         0.12 
         5333 	       19.056 	         1.49 	         1.93 	         9.32 	        -0.07 	         0.09 	         0.10 
         5334 	       19.072 	         1.51 	         1.93 	         9.65 	        -0.10 	         0.10 	         0.09 
         5335 	       19.088 	         1.48 	         1.59 	        10.36 	        -0.18 	        -0.01 	         0.11 
         5336 	       19.104 	         1.24 	         0.98 	        11.67 	        -0.45 	         0.00 	        -0.00 
         5337 	       19.120 	         1.36 	         0.85 	        12.07 	        -0.95 	         0.09 	        -0.08 
         5338 	       19.136 	         1.30 	         0.79 	        11.69 	        -1.46 	         0.13 	        -0.14 
         5339 	       19.152 	         1.72 	         0.94 	        11.27 	        -1.79 	         0.08 	        -0.15 
         5340 	       19.168 	         1.35 	         0.79 	        10.43 	        -2.06 	        -0.05 	        -0.11 
         5341 	       19.184 	         1.52 	         0.74 	        10.54 	        -2.18 	        -0.03 	        -0.16 
         5342 	       19.200 	         1.42 	         0.33 	        11.25 	        -2.45 	        -0.01 	        -0.23 
         5343 	       19.216 	         1.29 	         0.23 	        10.99 	        -2.77 	         0.04 	        -0.31 
         5344 	       19.232 	         1.30 	        -0.53 	        10.39 	        -2.94 	        -0.05 	        -0.15 
         5345 	       19.248 	         1.99 	        -0.51 	        10.62 	        -3.07 	        -0.01 	        -0.27 
         5346 	       19.264 	         2.25 	        -2.22 	        11.32 	        -3.36 	         0.02 	        -0.15 
         5347 	       19.280 	         2.00 	        -1.21 	         9.50 	        -3.61 	         0.12 	        -0.05 
         5348 	       19.296 	         1.76 	        -1.94 	         9.68 	        -3.60 	         0.16 	         0.04 
         5349 	       19.312 	         1.50 	        -2.61 	         9.02 	        -3.63 	         0.62 	         0.17 
         5350 	       19.328 	         0.98 	        -2.28 	         7.40 	        -3.30 	         0.56 	         0.13 
         5351 	       19.344 	         1.52 	        -3.86 	         9.54 	        -3.28 	         0.69 	         0.11 
         5352 	       19.360 	         0.94 	        -3.32 	         8.25 	        -3.37 	         0.59 	         0.11 
         5353 	       19.376 	         0.46 	        -4.29 	         7.98 	        -3.25 	         0.54 	         0.07 
         5354 	       19.392 	         1.05 	        -4.90 	         6.69 	        -3.14 	         0.53 	        -0.11 
         5355 	       19.408 	         0.41 	        -5.55 	         8.72 	        -3.06 	         0.54 	        -0.26 
         5356 	       19.424 	         1.00 	        -6.38 	         9.42 	        -3.67 	         0.52 	        -0.19 
         5357 	       19.440 	         0.29 	        -5.90 	         6.32 	        -3.66 	         0.29 	        -0.06 
         5358 	       19.456 	         1.23 	        -5.64 	         3.20 	        -3.40 	         0.56 	        -0.18 
         5359 	       19.472 	         0.32 	        -6.34 	         4.08 	        -2.59 	         0.48 	        -0.20 
         5360 	       19.488 	         1.07 	        -7.97 	         5.06 	        -2.36 	         0.36 	        -0.23 
         5361 	       19.504 	         1.37 	        -8.38 	         5.55 	        -2.29 	         0.34 	        -0.10 
         5362 	       19.520 	         1.35 	        -8.48 	         5.29 	        -2.35 	         0.46 	         0.11 
         5363 	       19.536 	         0.65 	        -8.25 	         5.17 	        -2.42 	         0.39 	         0.17 
         5364 	       19.552 	         0.56 	        -7.94 	         3.70 	        -2.30 	         0.26 	         0.11 
         5365 	       19.568 	         0.45 	        -8.02 	         2.66 	        -1.93 	         0.09 	         0.05 
         5366 	       19.584 	         0.53 	        -8.49 	         2.18 	        -1.52 	         0.20 	         0.01 
         5367 	       19.600 	         0.60 	        -8.75 	         2.51 	        -1.27 	         0.23 	        -0.06 
         5368 	       19.616 	         0.68 	        -8.68 	         1.84 	        -1.09 	         0.27 	        -0.02 
         5369 	       19.632 	        -1.53 	        -6.52 	        -0.66 	        -0.79 	         0.24 	         0.13 
         5370 	       19.648 	         1.20 	       -10.41 	         2.92 	        -0.59 	         0.34 	         0.04 
         5371 	       19.664 	         1.06 	        -9.60 	         1.52 	        -0.54 	         0.18 	         0.04 
         5372 	       19.680 	         0.51 	        -8.85 	         1.05 	        -0.22 	        -0.07 	         0.17 
         5373 	       19.696 	         0.36 	        -9.11 	         1.65 	        -0.00 	        -0.13 	         0.04 
         5374 	       19.712 	         0.61 	        -9.30 	         2.61 	         0.17 	        -0.08 	         0.01 
         5375 	       19.728 	         0.39 	        -9.23 	         2.57 	         0.21 	        -0.02 	         0.00 
         5376 	       19.744 	         0.56 	        -9.12 	         2.20 	         0.34 	        -0.02 	        -0.00 
         5377 	       19.760 	         0.53 	        -9.03 	         1.80 	         0.58 	        -0.05 	         0.02 
         5378 	       19.776 	         0.39 	        -8.66 	         1.11 	         1.02 	        -0.08 	        -0.02 
         5379 	       19.792 	         0.34 	        -8.54 	         0.90 	         1.67 	        -0.16 	        -0.07 
         5380 	       19.808 	         0.54 	        -8.41 	         1.06 	         2.48 	        -0.14 	        -0.15 
         5381 	       19.824 	         0.96 	        -8.97 	         2.72 	         3.11 	        -0.05 	        -0.15 
         5382 	       19.840 	         1.22 	        -8.69 	         3.16 	         3.41 	         0.06 	         0.02 
         5383 	       19.856 	         0.90 	        -7.46 	         3.29 	         3.89 	        -0.05 	         0.15 
         5384 	       19.872 	         0.72 	        -5.51 	         1.51 	         4.55 	        -0.30 	         0.18 
         5385 	       19.888 	         0.05 	        -5.14 	         0.86 	         5.79 	        -0.43 	         0.16 
         5386 	       19.904 	         1.83 	        -2.64 	         2.51 	         7.17 	        -0.75 	         0.23 
         5387 	       19.920 	         1.48 	        -3.33 	         8.94 	         7.51 	        -0.91 	         0.32 
         5388 	       19.936 	         0.66 	        -2.97 	        13.49 	         6.65 	        -0.70 	         0.49 
         5389 	       19.952 	        -0.04 	        -1.25 	        10.51 	         5.87 	        -0.37 	         0.38 
         5390 	       19.968 	         0.77 	         0.78 	         6.18 	         5.99 	        -0.03 	         0.22 
         5391 	       19.984 	         1.47 	         2.05 	         6.63 	         6.68 	         0.49 	         0.45 
         5392 	       20.000 	         1.38 	         1.71 	        12.81 	         6.80 	         0.23 	         0.69 
         5393 	       20.016 	         0.34 	         0.83 	        15.85 	         5.71 	        -0.18 	         0.56 
         5394 	       20.032 	         0.89 	         1.62 	        11.91 	         4.47 	         0.16 	         0.53 
         5395 	       20.048 	         0.61 	         3.69 	         7.39 	         4.38 	         0.16 	         0.73 
         5396 	       20.064 	         0.58 	         4.18 	         9.01 	         4.65 	         0.10 	         0.74 
         5397 	       20.080 	         0.36 	         3.05 	        13.17 	         4.07 	         0.09 	         0.62 
         5398 	       20.096 	        -0.27 	         1.71 	        16.47 	         2.59 	         0.08 	         0.43 
         5399 	       20.112 	        -0.14 	         2.07 	        15.27 	         0.73 	         0.05 	         0.21 
         5400 	       20.128 	         0.35 	         3.49 	        11.20 	        -0.27 	        -0.12 	        -0.01 
         5401 	       20.144 	         0.90 	         4.37 	         9.16 	        -0.41 	        -0.16 	        -0.10 
         5402 	       20.160 	         1.14 	         4.30 	         8.31 	        -0.10 	        -0.18 	        -0.08 
         5403 	       20.176 	         0.86 	         3.36 	         9.55 	         0.16 	        -0.07 	        -0.06 
         5404 	       20.192 	         0.69 	         2.68 	        11.08 	         0.08 	         0.02 	        -0.09 
         5405 	       20.208 	         0.64 	         2.65 	        11.49 	        -0.28 	        -0.00 	        -0.16 
         5406 	       20.224 	         0.86 	         3.07 	         9.54 	        -0.44 	        -0.27 	        -0.16 
         5407 	       20.240 	         0.92 	         3.31 	         9.11 	        -0.28 	        -0.26 	        -0.14 
         5408 	       20.256 	         0.83 	         3.23 	         9.13 	        -0.17 	        -0.17 	        -0.13 
         5409 	       20.272 	         0.56 	         3.06 	         8.65 	        -0.10 	        -0.17 	        -0.06 
         5410 	       20.288 	         0.96 	         3.40 	         9.06 	         0.05 	        -0.18 	        -0.13 
         5411 	       20.304 	         0.89 	         2.87 	         9.56 	         0.21 	        -0.18 	        -0.10 
         5412 	       20.320 	         0.77 	         3.53 	         8.82 	         0.34 	        -0.32 	        -0.21 
         5413 	       20.336 	         1.38 	         3.94 	         8.65 	         0.70 	        -0.73 	        -0.36 
         5414 	       20.352 	         0.98 	         4.09 	         9.29 	         1.02 	        -0.72 	        -0.37 
         5415 	       20.368 	         1.34 	         4.18 	         9.39 	         1.32 	        -0.75 	        -0.32 
         5416 	       20.384 	         1.31 	         4.17 	         9.65 	         1.64 	        -0.84 	        -0.30 
         5417 	       20.400 	         1.72 	         4.21 	         9.00 	         1.79 	        -1.09 	        -0.38 
         5418 	       20.416 	         1.72 	         4.13 	         8.54 	         1.96 	        -1.15 	        -0.29 
         5419 	       20.432 	         2.02 	         4.50 	         8.77 	         2.02 	        -1.45 	        -0.37 
         5420 	       20.448 	         2.49 	         4.84 	         8.42 	         2.11 	        -1.76 	        -0.23 
         5421 	       20.464 	         2.60 	         5.05 	         7.85 	         2.19 	        -2.24 	        -0.11 
         5422 	       20.480 	         2.57 	         5.25 	         7.69 	         2.31 	        -2.35 	        -0.15 
         5423 	       20.496 	         2.86 	         5.79 	         8.18 	         2.40 	        -2.93 	        -0.22 
         5424 	       20.512 	         3.50 	         5.91 	         7.72 	         2.39 	        -3.80 	        -0.19 
         5425 	       20.528 	         4.36 	         5.84 	         6.89 	         2.36 	        -4.04 	        -0.05 
         5426 	       20.544 	         4.66 	         6.15 	         5.52 	         2.28 	        -3.79 	         0.13 
         5427 	       20.560 	         4.57 	         6.59 	         4.88 	         2.28 	        -2.68 	         0.30 
         5428 	       20.576 	         3.65 	         7.15 	         4.00 	         2.37 	        -1.12 	         0.25 
         5429 	       20.592 	         3.52 	         7.51 	         3.13 	         2.52 	         0.69 	         0.01 
         5430 	       20.608 	         3.39 	         8.13 	         2.98 	         2.75 	         1.99 	        -0.16 
         5431 	       20.624 	         3.26 	         8.20 	         2.73 	         3.03 	         2.64 	        -0.32 
         5432 	       20.640 	         3.60 	         7.87 	         3.73 	         3.13 	         3.49 	        -0.46 
         5433 	       20.656 	         3.86 	         8.04 	         4.64 	         3.06 	         4.21 	        -0.36 
         5434 	       20.672 	         3.37 	         8.57 	         5.26 	         2.91 	         3.49 	        -0.02 
         5435 	       20.688 	         2.96 	         8.92 	         4.13 	         2.83 	         2.59 	         0.23 
         5436 	       20.704 	         2.90 	         9.28 	         2.58 	         3.07 	         1.50 	         0.16 
         5437 	       20.720 	         2.07 	         9.31 	         0.59 	         3.25 	         0.90 	         0.10 
         5438 	       20.736 	         3.13 	         9.95 	         2.74 	         3.48 	         0.58 	         0.25 
         5439 	       20.752 	         3.17 	         9.31 	         4.55 	         3.32 	        -0.02 	         0.31 
         5440 	       20.768 	         3.07 	         9.11 	         4.05 	         2.89 	        -0.29 	         0.33 
         5441 	       20.784 	         3.46 	         9.68 	         1.07 	         2.66 	        -0.37 	         0.33 
         5442 	       20.800 	         3.30 	        10.35 	        -0.32 	         2.78 	         0.12 	         0.17 
         5443 	       20.816 	         4.23 	        11.77 	         0.36 	         3.22 	         0.79 	        -0.09 
         5444 	       20.832 	         2.41 	        10.59 	         0.86 	         2.91 	         0.88 	         0.16 
         5445 	       20.848 	         2.66 	        10.17 	         1.46 	         2.64 	         0.69 	         0.03 
         5446 	       20.864 	         3.60 	        10.77 	         2.36 	         2.53 	         0.78 	        -0.26 
         5447 	       20.880 	         3.13 	         9.36 	         2.85 	         2.07 	         0.35 	        -0.16 
         5448 	       20.896 	         4.72 	        10.37 	         1.36 	         1.63 	         0.21 	        -0.35 
         5449 	       20.912 	         1.25 	         9.97 	        -4.06 	         1.25 	        -0.56 	        -0.20 
         5450 	       20.928 	         3.34 	         9.86 	        -1.93 	         1.28 	        -0.25 	        -0.10 
         5451 	       20.944 	         1.15 	         7.52 	        -8.11 	         1.45 	        -0.19 	        -0.47 
         5452 	       20.960 	         2.30 	         9.04 	        -1.21 	         1.25 	        -0.43 	        -0.06 
         5453 	       20.976 	         2.34 	         9.43 	        -2.48 	         1.13 	        -0.54 	        -0.26 
         5454 	       20.992 	         2.91 	         9.35 	        -1.71 	         1.12 	        -0.37 	        -0.28 
         5455 	       21.008 	         3.47 	         8.65 	        -2.98 	         1.07 	        -0.50 	        -0.40 
         5456 	       21.024 	         4.53 	         9.29 	        -1.71 	         1.27 	        -0.23 	        -0.35 
         5457 	       21.040 	         3.48 	         9.89 	        -2.83 	         1.37 	         0.05 	        -0.50 
         5458 	       21.056 	         1.98 	         8.46 	        -1.80 	         1.07 	        -0.30 	        -0.25 
         5459 	       21.072 	         2.52 	         8.49 	        -1.94 	         0.83 	        -0.30 	        -0.27 
         5460 	       21.088 	         0.99 	         7.02 	        -4.05 	         0.50 	        -0.16 	        -0.29 
         5461 	       21.104 	         2.18 	         8.42 	        -2.72 	         0.16 	        -0.16 	        -0.17 
         5462 	       21.120 	         2.49 	         8.91 	        -3.70 	         0.07 	        -0.02 	        -0.17 
         5463 	       21.136 	         2.52 	         8.87 	        -3.79 	         0.10 	         0.01 	        -0.13 
         5464 	       21.152 	         2.28 	         8.95 	        -3.36 	         0.03 	         0.13 	        -0.12 
         5465 	       21.168 	         2.03 	         9.14 	        -2.73 	        -0.11 	         0.16 	        -0.13 
         5466 	       21.184 	         1.93 	         9.20 	        -3.19 	        -0.28 	         0.18 	        -0.13 
         5467 	       21.200 	         2.07 	         9.25 	        -3.14 	        -0.46 	         0.32 	        -0.14 
         5468 	       21.216 	         1.90 	         9.04 	        -2.05 	        -0.78 	         0.79 	        -0.06 
         5469 	       21.232 	         1.61 	         8.58 	         0.26 	        -1.43 	         1.16 	        -0.03 
         5470 	       21.248 	         1.66 	         8.43 	         0.94 	        -2.49 	         0.96 	        -0.08 
         5471 	       21.264 	         3.15 	         8.80 	         1.33 	        -3.52 	         0.49 	        -0.12 
         5472 	       21.280 	         2.68 	         9.33 	        -0.54 	        -4.28 	         0.39 	        -0.06 
         5473 	       21.296 	         1.98 	         9.75 	        -0.65 	        -4.78 	         0.09 	        -0.19 
         5474 	       21.312 	         2.54 	        10.60 	        -1.47 	        -5.05 	        -0.31 	        -0.35 
         5475 	       21.328 	         2.59 	        10.97 	        -2.00 	        -4.96 	        -0.15 	        -0.36 
         5476 	       21.344 	         2.04 	        10.66 	        -0.02 	        -4.91 	         0.42 	        -0.43 
         5477 	       21.360 	         1.93 	        10.48 	         0.95 	        -4.85 	         0.61 	        -0.63 
         5478 	       21.376 	         1.90 	        10.74 	         1.54 	        -4.68 	         0.48 	        -0.83 
         5479 	       21.392 	         2.17 	        10.25 	         1.15 	        -4.25 	         0.36 	        -0.96 
         5480 	       21.408 	         1.97 	         9.48 	         2.86 	        -3.86 	         0.34 	        -0.98 
         5481 	       21.424 	         2.10 	         9.31 	         4.06 	        -3.87 	         0.26 	        -0.94 
         5482 	       21.440 	         1.33 	         8.58 	         5.75 	        -3.86 	         0.24 	        -0.94 
         5483 	       21.456 	         0.68 	         8.53 	         5.79 	        -3.97 	        -0.03 	        -0.93 
         5484 	       21.472 	         1.09 	         9.02 	         4.83 	        -3.83 	        -0.08 	        -0.86 
         5485 	       21.488 	         0.93 	         7.98 	         5.83 	        -3.58 	         0.15 	        -0.81 
         5486 	       21.504 	         1.24 	         7.69 	         6.91 	        -3.41 	         0.64 	        -0.87 
         5487 	       21.520 	         0.68 	         6.67 	         6.87 	        -3.40 	         0.70 	        -0.92 
         5488 	       21.536 	         0.10 	         6.00 	         6.25 	        -3.25 	         0.78 	        -0.96 
         5489 	       21.552 	         0.44 	         5.61 	         7.53 	        -2.98 	         0.04 	        -0.88 
         5490 	       21.568 	         1.84 	         4.85 	         5.37 	        -2.89 	         0.47 	        -0.99 
         5491 	       21.584 	         0.70 	         4.62 	         8.29 	        -2.55 	        -0.02 	        -0.79 
         5492 	       21.600 	         1.11 	         4.27 	         8.40 	        -2.21 	        -0.72 	        -0.68 
         5493 	       21.616 	         0.26 	         3.95 	         8.68 	        -2.25 	        -0.85 	        -0.36 
         5494 	       21.632 	         1.33 	         3.71 	         8.03 	        -2.04 	        -0.49 	        -0.27 
         5495 	       21.648 	        -1.24 	         4.59 	         3.64 	        -1.81 	         0.37 	        -0.18 
         5496 	       21.664 	         0.48 	         3.06 	         8.40 	        -1.22 	         0.80 	         0.19 
         5497 	       21.680 	        -0.34 	         3.37 	         8.37 	        -1.14 	         0.83 	         0.15 
         5498 	       21.696 	        -0.01 	         3.36 	         9.13 	        -1.18 	         1.03 	         0.20 
         5499 	       21.712 	         0.16 	         3.65 	         9.65 	        -1.17 	         1.08 	         0.21 
         5500 	       21.728 	        -0.59 	         2.83 	         9.50 	        -1.02 	         0.71 	         0.12 
         5501 	       21.744 	        -0.62 	         3.55 	         9.59 	        -0.84 	         0.32 	        -0.10 
         5502 	       21.760 	         0.17 	         2.84 	         9.72 	        -0.74 	         0.27 	        -0.21 
         5503 	       21.776 	         0.02 	         2.49 	         9.85 	        -0.69 	         0.30 	        -0.14 
         5504 	       21.792 	         0.01 	         2.01 	        10.31 	        -0.74 	         0.36 	        -0.10 
         5505 	       21.808 	        -0.47 	         1.90 	        10.61 	        -0.87 	         0.33 	        -0.12 
         5506 	       21.824 	        -3.45 	        -3.03 	        19.97 	        -2.29 	        -2.92 	        -0.72 
         5507 	       21.840 	        -0.30 	         1.71 	         9.90 	        -2.14 	        -0.67 	        -0.15 
         5508 	       21.856 	        -0.51 	         1.48 	         9.86 	        -1.60 	        -0.27 	        -0.07 
         5509 	       21.872 	        -1.06 	         2.09 	        10.05 	        -1.16 	         0.57 	        -0.03 
         5510 	       21.888 	         0.04 	         1.19 	         9.87 	        -0.63 	         0.55 	        -0.16 
         5511 	       21.904 	         0.37 	         0.75 	         9.85 	        -0.55 	         0.41 	        -0.12 
         5512 	       21.920 	        -0.16 	         0.90 	         9.86 	        -0.48 	         0.24 	        -0.18 
         5513 	       21.936 	        -0.58 	         0.96 	         9.74 	        -0.48 	         0.18 	        -0.61 
         5514 	       21.952 	        -0.79 	         0.63 	         9.93 	        -0.40 	        -0.31 	        -0.59 
         5515 	       21.968 	         2.30 	         0.72 	         9.51 	        -0.88 	        -0.28 	         0.96 
         5516 	       21.984 	        -1.55 	         0.85 	         9.68 	        -0.85 	        -0.80 	         0.94 
         5517 	       22.000 	        -0.61 	         0.55 	         9.79 	        -0.31 	         0.41 	         0.10 
         5518 	       22.016 	        -0.61 	         0.41 	         9.70 	        -0.25 	         0.16 	         0.03 
         5519 	       22.032 	        -0.87 	         0.55 	         9.74 	        -0.19 	        -0.01 	         0.03 
         5520 	       22.048 	        -0.66 	         0.29 	         9.86 	        -0.19 	        -0.04 	         0.05 
         5521 	       22.064 	        -1.41 	         0.55 	         9.70 	        -0.19 	        -0.16 	         0.27 
         5522 	       22.080 	        -0.35 	         0.20 	        10.00 	        -0.20 	        -0.39 	         0.30 
         5523 	       22.096 	         3.42 	        -1.79 	        10.76 	        -0.12 	        -0.60 	         0.11 
         5524 	       22.112 	        -3.03 	         1.49 	         9.50 	        -0.29 	        -0.54 	         0.47 
         5525 	       22.128 	         1.97 	        -2.16 	        10.35 	        -0.08 	        -0.85 	         0.03 
         5526 	       22.144 	        -1.27 	         2.29 	         9.77 	        -0.10 	        -0.81 	         0.03 
         5527 	       22.160 	         0.38 	         1.45 	         9.86 	        -0.46 	        -0.02 	        -0.15 
         5528 	       22.176 	         0.01 	         1.51 	        10.14 	        -0.25 	        -0.56 	        -0.12 
         5529 	       22.192 	        -0.10 	         0.01 	         9.89 	        -0.02 	        -0.19 	         0.07 
         5530 	       22.208 	         0.13 	         0.13 	         9.81 	         0.03 	        -0.12 	         0.12 
         5531 	       22.224 	         0.05 	         0.06 	         9.99 	         0.01 	        -0.01 	         0.30 
         5532 	       22.240 	         0.07 	         0.04 	        10.03 	        -0.01 	         0.04 	         0.30 
         5533 	       22.256 	         2.49 	         0.67 	         9.97 	        -0.08 	         0.34 	        -0.48 
         5534 	       22.272 	        -0.66 	         0.54 	        10.22 	         0.08 	        -0.02 	        -1.50 
         5535 	       22.288 	         0.13 	         0.25 	         9.93 	         0.05 	        -0.10 	        -0.75 
         5536 	       22.304 	         2.33 	         0.61 	         9.93 	        -0.02 	         0.17 	        -1.13 
         5537 	       22.320 	         0.02 	         0.31 	        10.27 	        -0.07 	         0.28 	        -1.17 
         5538 	       22.336 	         3.33 	         1.59 	         9.52 	         0.01 	        -0.03 	        -1.12 
         5539 	       22.352 	        -2.89 	        -0.49 	        10.13 	        -0.03 	         0.31 	        -1.34 
         5540 	       22.368 	        -3.64 	        -0.40 	         9.98 	        -0.02 	         0.16 	        -1.47 
         5541 	       22.384 	        -1.40 	         0.04 	         9.87 	        -0.02 	         0.39 	        -2.01 
         5542 	       22.400 	        -0.25 	         0.14 	         9.91 	         0.00 	         0.13 	        -2.29 
         5543 	       22.416 	        -2.57 	        -0.43 	         9.62 	        -0.04 	         0.29 	        -2.15 
         5544 	       22.432 	         0.71 	         0.61 	         9.99 	         0.06 	        -0.08 	        -2.18 
         5545 	       22.448 	         0.26 	         0.42 	        10.17 	        -0.01 	         0.12 	        -2.39 
         5546 	       22.464 	        -1.16 	         0.44 	         9.48 	         0.05 	        -0.05 	        -2.31 
         5547 	       22.480 	         0.90 	         0.08 	        10.31 	         0.01 	         0.19 	        -2.27 
         5548 	       22.496 	        -0.62 	        -0.62 	        10.00 	         0.05 	         0.04 	        -2.25 
         5549 	       22.512 	        -3.65 	         0.71 	        10.04 	        -0.11 	         0.42 	        -1.45 
         5550 	       22.528 	        -2.23 	        -2.35 	         9.82 	         0.03 	         0.33 	        -1.87 
         5551 	       22.544 	         1.72 	         0.49 	        10.11 	        -0.04 	         0.58 	        -1.72 
         5552 	       22.560 	         2.24 	         0.45 	        10.05 	         0.01 	         0.54 	        -1.58 
         5553 	       22.576 	         0.79 	        -0.99 	         9.85 	        -0.03 	         0.56 	        -1.48 
